Image_ID,Degradation,AFLB,alpha,beta,mask_area_pct
N082,Noise,AFLB3,0.4974743723869324,0.4989292919635773,0
N083,Noise,AFLB1,0.496006578207016,0.5052376389503479,0
N083,Noise,AFLB2,0.4946487545967102,0.4965402781963348,0
N083,Noise,AFLB3,0.4987444877624512,0.4983422458171844,0
N084,Noise,AFLB1,0.49578857421875,0.5052790641784668,0
N084,Noise,AFLB2,0.4945171475410461,0.497142881155014,0
N084,Noise,AFLB3,0.4980789721012115,0.4983446598052979,0
N085,Noise,AFLB1,0.4975927770137787,0.5025415420532227,0
N085,Noise,AFLB2,0.496555507183075,0.4997394382953644,0
N085,Noise,AFLB3,0.4976659119129181,0.4992467164993286,0
N086,Noise,AFLB1,0.4971629083156586,0.5028011798858643,0
N086,Noise,AFLB2,0.4953281581401825,0.4993915855884552,0
N086,Noise,AFLB3,0.497020810842514,0.4991011023521423,0
N087,Noise,AFLB1,0.4948738217353821,0.5068549513816833,0
N087,Noise,AFLB2,0.4928024113178253,0.4950097799301147,0
N087,Noise,AFLB3,0.498594731092453,0.4978005290031433,0
N088,Noise,AFLB1,0.4971355199813843,0.502692699432373,0
N088,Noise,AFLB2,0.4958650171756744,0.501391589641571,0
N088,Noise,AFLB3,0.495754599571228,0.4991796314716339,0
N089,Noise,AFLB1,0.4952581822872162,0.5062198638916016,0
N089,Noise,AFLB2,0.4937730729579926,0.4963958263397217,0
N089,Noise,AFLB3,0.4981496036052704,0.4980535209178925,0
N090,Noise,AFLB1,0.4951928853988647,0.5067114233970642,0
N090,Noise,AFLB2,0.4936383068561554,0.494565486907959,0
N090,Noise,AFLB3,0.499489426612854,0.4978643357753754,0
N091,Noise,AFLB1,0.493612676858902,0.5083543658256531,0
N091,Noise,AFLB2,0.4909773468971252,0.4947609603404999,0
N091,Noise,AFLB3,0.4973298609256744,0.4972983002662659,0
N092,Noise,AFLB1,0.4959315061569214,0.5056173205375671,0
N092,Noise,AFLB2,0.4945186674594879,0.4961090087890625,0
N092,Noise,AFLB3,0.4989796280860901,0.4982244968414307,0
N093,Noise,AFLB1,0.4957768619060516,0.5058137774467468,0
N093,Noise,AFLB2,0.4945220947265625,0.4957877695560455,0
N093,Noise,AFLB3,0.4991843998432159,0.4981501400470734,0
N094,Noise,AFLB1,0.4953987002372742,0.505964994430542,0
N094,Noise,AFLB2,0.4939219355583191,0.496240496635437,0
N094,Noise,AFLB3,0.4983365535736084,0.4981048703193665,0
N095,Noise,AFLB1,0.4960146546363831,0.5054425597190857,0
N095,Noise,AFLB2,0.4950219392776489,0.4961875379085541,0
N095,Noise,AFLB3,0.4992031753063202,0.4982929229736328,0
N096,Noise,AFLB1,0.4959527850151062,0.5051982402801514,0
N096,Noise,AFLB2,0.4940076768398285,0.4972064793109894,0
N096,Noise,AFLB3,0.4978889226913452,0.4983662366867065,0
N097,Noise,AFLB1,0.496360570192337,0.5040638446807861,0
N097,Noise,AFLB2,0.4945674538612366,0.4986973404884338,0
N097,Noise,AFLB3,0.4970431327819824,0.4986723363399506,0
N098,Noise,AFLB1,0.4944939315319061,0.5077263116836548,0
N098,Noise,AFLB2,0.4926995635032654,0.4944680035114288,0
N098,Noise,AFLB3,0.4988577365875244,0.4975822567939758,0
N099,Noise,AFLB1,0.4953277409076691,0.5064364075660706,0
N099,Noise,AFLB2,0.4936179220676422,0.4950831532478333,0
N099,Noise,AFLB3,0.4991275370121002,0.4979205429553986,0
N100,Noise,AFLB1,0.4952656924724579,0.5063263177871704,0
N100,Noise,AFLB2,0.4936236143112183,0.4958099126815796,0
N100,Noise,AFLB3,0.4985208809375763,0.4979891777038574,0
