Image_ID,Degradation,AFLB,alpha,beta,mask_area_pct
R082,Rain,AFLB1,0.4935518205165863,0.5088728070259094,0
R082,Rain,AFLB2,0.4909094572067261,0.4936122894287109,0
R082,Rain,AFLB3,0.4983496367931366,0.4972081780433655,0
R083,Rain,AFLB1,0.492356926202774,0.5106195211410522,0
R083,Rain,AFLB2,0.4892792105674744,0.4929106533527374,0
R083,Rain,AFLB3,0.4976300299167633,0.4967082738876343,0
R084,Rain,AFLB1,0.4955608248710632,0.5054539442062378,0
R084,Rain,AFLB2,0.4938506186008453,0.4968591332435608,0
R084,Rain,AFLB3,0.4978033006191254,0.4982198178768158,0
R085,Rain,AFLB1,0.4960862994194031,0.5046583414077759,0
R085,Rain,AFLB2,0.4945579469203949,0.4976484477519989,0
R085,Rain,AFLB3,0.4977428615093231,0.4985074400901794,0
R086,Rain,AFLB1,0.494958370923996,0.5064070224761963,0
R086,Rain,AFLB2,0.49314084649086,0.4963994026184082,0
R086,Rain,AFLB3,0.4976651668548584,0.4979433119297028,0
R087,Rain,AFLB1,0.4956110715866089,0.5055936574935913,0
R087,Rain,AFLB2,0.4941545724868774,0.4968360662460327,0
R087,Rain,AFLB3,0.4981195330619812,0.4982306659221649,0
R088,Rain,AFLB1,0.4918249249458313,0.5120465159416199,0
R088,Rain,AFLB2,0.4877243936061859,0.4902310371398926,0
R088,Rain,AFLB3,0.4988566637039185,0.4962848722934723,0
R089,Rain,AFLB1,0.4931247234344482,0.5094169974327087,0
R089,Rain,AFLB2,0.4901660680770874,0.4928108751773834,0
R089,Rain,AFLB3,0.4983178079128265,0.4969935417175293,0
R090,Rain,AFLB1,0.4933331310749054,0.5093861818313599,0
R090,Rain,AFLB2,0.4905247092247009,0.4927533864974976,0
R090,Rain,AFLB3,0.4987365901470184,0.4970512092113495,0
R091,Rain,AFLB1,0.4965706765651703,0.5038979053497314,0
R091,Rain,AFLB2,0.4951819479465485,0.4986081123352051,0
R091,Rain,AFLB3,0.497490793466568,0.4987646043300629,0
R092,Rain,AFLB1,0.4954998195171356,0.5054520964622498,0
R092,Rain,AFLB2,0.4938575029373169,0.4972868263721466,0
R092,Rain,AFLB3,0.4974716603755951,0.4982390105724335,0
R093,Rain,AFLB1,0.4960222840309143,0.5048461556434631,0
R093,Rain,AFLB2,0.4946298599243164,0.4977210164070129,0
R093,Rain,AFLB3,0.497805267572403,0.4984917938709259,0
R094,Rain,AFLB1,0.4955170452594757,0.5059352517127991,0
R094,Rain,AFLB2,0.4945312440395355,0.4966421723365784,0
R094,Rain,AFLB3,0.4984054267406464,0.4981555640697479,0
R095,Rain,AFLB1,0.4935060441493988,0.5090177059173584,0
R095,Rain,AFLB2,0.4915103912353516,0.4942422211170197,0
R095,Rain,AFLB3,0.498077780008316,0.4972301125526428,0
R096,Rain,AFLB1,0.4970700144767761,0.5037689805030823,0
R096,Rain,AFLB2,0.4962733089923859,0.4975297451019287,0
R096,Rain,AFLB3,0.4991219043731689,0.4988100230693817,0
R097,Rain,AFLB1,0.4961571395397186,0.5048721432685852,0
R097,Rain,AFLB2,0.4949288666248322,0.4969890117645264,0
R097,Rain,AFLB3,0.4985212981700897,0.4984519183635712,0
R098,Rain,AFLB1,0.4938368499279022,0.5077453255653381,0
R098,Rain,AFLB2,0.4918147027492523,0.4963046014308929,0
R098,Rain,AFLB3,0.4965085983276367,0.4975003302097321,0
R099,Rain,AFLB1,0.4932940304279327,0.5092825293540955,0
R099,Rain,AFLB2,0.4911123812198639,0.4941372871398926,0
R099,Rain,AFLB3,0.4978468418121338,0.4971369802951813,0
R100,Rain,AFLB1,0.4942624270915985,0.5074962973594666,0
R100,Rain,AFLB2,0.4917504191398621,0.4947604537010193,0
R100,Rain,AFLB3,0.4979486465454102,0.4975488483905792,0
H001,Haze,AFLB1,0.49306920170784,0.5087310075759888,0
H001,Haze,AFLB2,0.4900159239768982,0.495013415813446,0
H001,Haze,AFLB3,0.4963740408420563,0.4971021115779877,0
H002,Haze,AFLB1,0.4947218298912048,0.5064389109611511,0
H002,Haze,AFLB2,0.4926143288612366,0.4964422881603241,0
H002,Haze,AFLB3,0.4971594512462616,0.4978789389133453,0
H003,Haze,AFLB1,0.493987649679184,0.507106602191925,0
H003,Haze,AFLB2,0.4913414716720581,0.4967984557151794,0
H003,Haze,AFLB3,0.4958422780036926,0.4975737035274506,0
H004,Haze,AFLB1,0.4918695986270905,0.5102562308311462,0
H004,Haze,AFLB2,0.4881678521633148,0.4942922592163086,0
H004,Haze,AFLB3,0.495421975851059,0.4965222179889679,0
H005,Haze,AFLB1,0.4937883019447327,0.5076516270637512,0
H005,Haze,AFLB2,0.4913183152675629,0.4957456886768341,0
H005,Haze,AFLB3,0.4967058002948761,0.4974717795848846,0
H006,Haze,AFLB1,0.4935857355594635,0.5082129240036011,0
H006,Haze,AFLB2,0.4909158945083618,0.4949316382408142,0
H006,Haze,AFLB3,0.497142106294632,0.4973313808441162,0
H007,Haze,AFLB1,0.4934317469596863,0.5087094902992249,0
H007,Haze,AFLB2,0.4904887974262238,0.4941675662994385,0
H007,Haze,AFLB3,0.4975292682647705,0.4971923828125,0
H008,Haze,AFLB1,0.4932838678359985,0.5085961222648621,0
H008,Haze,AFLB2,0.49041548371315,0.4947176873683929,0
H008,Haze,AFLB3,0.4969214200973511,0.4971882104873657,0
H009,Haze,AFLB1,0.4937596917152405,0.508007287979126,0
H009,Haze,AFLB2,0.4912692904472351,0.494930237531662,0
H009,Haze,AFLB3,0.497369259595871,0.4974018037319183,0
H010,Haze,AFLB1,0.4935793578624725,0.5081716775894165,0
H010,Haze,AFLB2,0.490935891866684,0.4950186610221863,0
H010,Haze,AFLB3,0.4970504939556122,0.4973326325416565,0
H011,Haze,AFLB1,0.4940559864044189,0.5073423385620117,0
H011,Haze,AFLB2,0.4916032552719116,0.4959656894207001,0
